date,day,time,stadium,home,away,cancelled,reason,note,stadium_id
2023-04-26,수,18:30,잠실,3LG,SSG5,False,정상진행,-,
2023-04-27,목,18:30,잠실,6LG,SSG3,False,정상진행,-,
2023-05-02,화,18:30,잠실,3두산,한화0,False,정상진행,-,
2023-05-03,수,18:30,잠실,3두산,한화8,False,정상진행,-,
2023-05-04,목,18:30,잠실,3두산,한화10,False,정상진행,-,
2023-05-06,토,14:00,잠실,두산,LG,True,우천취소,우천취소,
2023-05-12,금,18:30,잠실,6두산,KIA1,False,정상진행,-,
2023-05-13,토,17:00,잠실,5두산,KIA1,False,정상진행,-,
2023-05-14,일,14:00,잠실,8두산,KIA4,False,정상진행,-,
2023-05-19,금,18:30,잠실,3LG,한화1,False,정상진행,-,
2023-05-20,토,17:00,잠실,1LG,한화1,False,정상진행,-,
2023-05-21,일,14:00,잠실,4LG,한화1,False,정상진행,-,
2023-05-26,금,18:30,잠실,3두산,SSG14,False,정상진행,-,
2023-05-27,토,14:00,잠실,두산,SSG,True,우천취소,우천취소,
2023-05-28,일,14:00,잠실,두산,SSG,True,우천취소,우천취소,
2023-06-06,화,14:00,잠실,4두산,한화1,False,정상진행,-,
2023-06-07,수,18:30,잠실,6두산,한화3,False,정상진행,-,
2023-06-08,목,18:30,잠실,2두산,한화1,False,정상진행,-,
2023-06-13,화,18:30,잠실,2LG,삼성1,False,정상진행,-,
2023-06-14,수,18:30,잠실,3LG,삼성2,False,정상진행,-,
2023-06-15,목,18:30,잠실,9LG,삼성3,False,정상진행,-,
2023-06-23,금,18:30,잠실,1LG,롯데2,False,정상진행,-,
2023-06-24,토,17:00,잠실,9LG,롯데1,False,정상진행,-,
2023-06-30,금,18:30,잠실,5LG,KIA4,False,정상진행,-,
2023-07-01,토,18:00,잠실,3LG,KIA5,False,정상진행,-,
2023-07-11,화,18:30,잠실,LG,한화,True,우천취소,우천취소,
2023-07-12,수,18:30,잠실,1LG,한화2,False,정상진행,-,
2023-07-13,목,18:30,잠실,LG,한화,True,우천취소,우천취소,
2023-07-25,화,18:30,잠실,8두산,롯데5,False,정상진행,-,
2023-07-26,수,18:30,잠실,2두산,롯데7,False,정상진행,-,
2023-07-27,목,18:30,잠실,1두산,롯데9,False,정상진행,-,
2023-07-28,금,18:30,잠실,2두산,LG9,False,정상진행,-,
2023-07-29,토,18:00,잠실,6두산,LG7,False,정상진행,-,
2023-08-04,금,18:30,잠실,3두산,KT4,False,정상진행,-,
2023-08-05,토,18:00,잠실,7두산,KT4,False,정상진행,-,
2023-08-06,일,17:00,잠실,1두산,KT3,False,정상진행,-,
2023-08-08,화,18:30,잠실,5두산,삼성3,False,정상진행,-,
2023-08-09,수,18:30,잠실,4두산,삼성6,False,정상진행,-,
2023-08-10,목,18:30,잠실,두산,삼성,True,우천취소,우천취소,
2023-08-15,화,17:00,잠실,0두산,KT1,False,정상진행,-,
2023-08-16,수,18:30,잠실,2두산,KT5,False,정상진행,-,
2023-08-17,목,18:30,잠실,8두산,KT9,False,정상진행,-,
2023-08-25,금,18:30,잠실,10두산,SSG1,False,정상진행,-,
2023-08-26,토,18:00,잠실,5두산,SSG7,False,정상진행,-,
2023-08-27,일,17:00,잠실,5두산,SSG8,False,정상진행,-,
2023-09-01,금,18:30,잠실,10LG,한화0,False,정상진행,-,
2023-09-02,토,14:00,잠실,3LG,한화5,False,정상진행,-,
2023-09-03,일,14:00,잠실,3LG,한화5,False,정상진행,-,
2023-09-08,금,18:30,잠실,8두산,삼성7,False,정상진행,-,
2023-09-09,토,14:00,잠실,1두산,삼성5,False,정상진행,-,
2023-09-10,일,14:00,잠실,8두산,삼성2,False,정상진행,-,
2023-09-12,화,18:30,잠실,8두산,한화3,False,정상진행,-,
2023-09-13,수,18:30,잠실,두산,SSG,True,우천취소,우천취소,
2023-09-14,목,18:30,잠실,3두산,SSG2,False,정상진행,-,
2023-09-23,토,17:00,잠실,3LG,한화1,False,정상진행,-,
2023-09-24,일,14:00,잠실,5LG,한화1,False,정상진행,-,
2023-09-28,목,17:00,잠실,1LG,삼성11,False,정상진행,-,
2023-09-29,금,14:00,잠실,4두산,LG3,False,정상진행,-,
2023-09-30,토,14:00,잠실,3두산,LG1,False,정상진행,-,
2023-10-03,화,14:00,잠실,5두산,키움6,False,정상진행,-,
2023-10-06,금,18:30,잠실,2LG,KIA3,False,정상진행,-,
2023-10-07,토,17:00,잠실,3두산,롯데6,False,정상진행,-,
2023-10-08,일,14:00,잠실,2두산,롯데1,False,정상진행,-,
2023-10-09,월,14:00,잠실,1LG,롯데8,False,정상진행,-,
2023-10-10,화,18:30,잠실,7LG,롯데0,False,정상진행,-,
2023-10-12,목,18:30,잠실,11두산,NC1,False,정상진행,-,
2023-10-13,금,18:30,잠실,3두산,KIA1,False,정상진행,-,
2024-03-23,토,14:00,잠실,8LG,한화2,False,정상진행,-,
2024-03-24,일,14:00,잠실,4LG,한화8,False,정상진행,-,
2024-03-26,화,18:30,잠실,4LG,삼성3,False,정상진행,-,
2024-03-27,수,18:30,잠실,2LG,삼성2,False,정상진행,-,
2024-03-28,목,18:30,잠실,18LG,삼성1,False,정상진행,-,
2024-04-05,금,18:30,잠실,7LG,KT8,False,정상진행,-,
2024-04-06,토,17:00,잠실,8LG,KT4,False,정상진행,-,
2024-04-07,일,14:00,잠실,16LG,KT7,False,정상진행,-,
2024-04-09,화,18:30,잠실,5두산,한화3,False,정상진행,-,
2024-04-10,수,14:00,잠실,7두산,한화4,False,정상진행,-,
2024-04-11,목,18:30,잠실,0두산,한화3,False,정상진행,-,
2024-04-16,화,18:30,잠실,7LG,롯데2,False,정상진행,-,
2024-04-17,수,18:30,잠실,6LG,롯데5,False,정상진행,-,
2024-04-18,목,18:30,잠실,2LG,롯데9,False,정상진행,-,
2024-04-23,화,18:30,잠실,4두산,NC3,False,정상진행,-,
2024-04-24,수,18:30,잠실,1두산,NC3,False,정상진행,-,
2024-04-25,목,18:30,잠실,7두산,NC3,False,정상진행,-,
2024-04-27,토,14:00,잠실,6LG,KIA3,False,정상진행,-,
2024-05-03,금,18:30,잠실,4LG,두산6,False,정상진행,-,
2024-05-04,토,14:00,잠실,2LG,두산3,False,정상진행,-,
2024-05-05,일,14:00,잠실,LG,두산,True,우천취소,우천취소,
2024-05-07,화,18:30,잠실,2LG,SSG4,False,정상진행,-,
2024-05-08,수,18:30,잠실,8LG,SSG5,False,정상진행,-,
2024-05-09,목,18:30,잠실,3LG,SSG1,False,정상진행,-,
2024-05-17,금,18:30,잠실,1두산,롯데5,False,정상진행,-,
2024-05-18,토,17:00,잠실,8두산,롯데3,False,정상진행,-,
2024-05-19,일,14:00,잠실,3두산,롯데3,False,정상진행,-,
2024-05-24,금,18:30,잠실,11LG,NC4,False,정상진행,-,
2024-05-25,토,14:00,잠실,10LG,NC6,False,정상진행,-,
2024-05-26,일,14:00,잠실,6LG,NC3,False,정상진행,-,
2024-05-31,금,18:30,잠실,3두산,LG6,False,정상진행,-,
2024-06-01,토,17:00,잠실,5두산,LG8,False,정상진행,-,
2024-06-02,일,14:00,잠실,1두산,LG9,False,정상진행,-,
2024-06-04,화,18:30,잠실,3LG,키움11,False,정상진행,-,
2024-06-05,수,18:30,잠실,4LG,키움2,False,정상진행,-,
2024-06-11,화,18:30,잠실,1두산,한화6,False,정상진행,-,
2024-06-12,수,18:30,잠실,3두산,한화4,False,정상진행,-,
2024-06-13,목,18:30,잠실,9두산,한화6,False,정상진행,-,
2024-06-18,화,18:30,잠실,6두산,NC2,False,정상진행,-,
2024-06-19,수,18:30,잠실,5두산,NC7,False,정상진행,-,
2024-06-20,목,18:30,잠실,2두산,NC0,False,정상진행,-,
2024-06-21,금,18:30,잠실,2LG,KT3,False,정상진행,-,
2024-06-22,토,17:00,잠실,LG,KT,True,우천취소,우천취소,
2024-06-28,금,18:30,잠실,10두산,SSG0,False,정상진행,-,
2024-06-29,토,17:00,잠실,0두산,SSG6,False,정상진행,-,
2024-07-09,화,18:30,잠실,4LG,KIA11,False,정상진행,-,
2024-07-10,수,18:30,잠실,2LG,KIA5,False,정상진행,-,
2024-07-11,목,18:30,잠실,2LG,KIA4,False,정상진행,-,
2024-07-16,화,18:30,잠실,LG,SSG,True,우천취소,우천취소,
2024-07-17,수,18:30,잠실,12LG,SSG9,False,정상진행,-,
2024-07-18,목,18:30,잠실,LG,SSG,True,우천취소,우천취소,
2024-07-26,금,18:30,잠실,LG,한화,True,우천취소,우천취소,
2024-07-27,토,18:00,잠실,LG,한화,True,우천취소,우천취소,
2024-07-30,화,18:30,잠실,1LG,삼성7,False,정상진행,-,
2024-07-31,수,18:30,잠실,11LG,삼성5,False,정상진행,-,
2024-08-01,목,18:30,잠실,0LG,삼성7,False,정상진행,-,
2024-08-06,화,18:30,잠실,7두산,LG6,False,정상진행,-,
2024-08-07,수,18:30,잠실,8두산,LG4,False,정상진행,-,
2024-08-08,목,18:30,잠실,3두산,LG10,False,정상진행,-,
2024-08-16,금,18:30,잠실,2LG,KIA3,False,정상진행,-,
2024-08-17,토,18:00,잠실,4LG,KIA14,False,정상진행,-,
2024-08-18,일,18:00,잠실,0LG,KIA4,False,정상진행,-,
2024-08-20,화,18:30,잠실,4LG,SSG3,False,정상진행,-,
2024-08-21,수,18:30,잠실,1LG,SSG5,False,정상진행,-,
2024-08-22,목,18:30,잠실,13LG,SSG3,False,정상진행,-,
2024-08-23,금,18:30,잠실,4두산,한화7,False,정상진행,-,
2024-08-24,토,18:00,잠실,6두산,한화7,False,정상진행,-,
2024-08-27,화,18:30,잠실,6LG,KT1,False,정상진행,-,
2024-08-28,수,18:30,잠실,4LG,KT8,False,정상진행,-,
2024-08-29,목,18:30,잠실,7LG,KT8,False,정상진행,-,
2024-09-01,일,14:00,잠실,3두산,롯데4,False,정상진행,-,
2024-09-04,수,18:30,잠실,5LG,SSG0,False,정상진행,-,
2024-09-05,목,18:30,잠실,2LG,SSG4,False,정상진행,-,
2024-09-06,금,18:30,잠실,1LG,한화3,False,정상진행,-,
2024-09-07,토,14:00,잠실,9LG,한화3,False,정상진행,-,
2024-09-08,일,14:00,잠실,14LG,한화3,False,정상진행,-,
2024-09-10,화,18:30,잠실,1LG,롯데2,False,정상진행,-,
2024-09-13,금,18:30,잠실,두산,NC,True,우천취소,우천취소,
2024-09-16,월,14:00,잠실,5두산,키움4,False,정상진행,-,
2024-09-17,화,14:00,잠실,8두산,삼성4,False,정상진행,-,
2024-09-19,목,18:30,잠실,9두산,KIA4,False,정상진행,-,
2024-09-20,금,18:30,잠실,LG,두산,True,우천취소,우천취소,
2024-09-21,토,14:00,잠실,7LG,두산14,False,정상진행,-,
2024-09-24,화,18:30,잠실,10두산,NC5,False,정상진행,-,
2024-09-25,수,18:30,잠실,2LG,한화4,False,정상진행,-,
2024-09-26,목,18:30,잠실,6LG,키움3,False,정상진행,-,
2025-03-22,토,14:00,잠실,LG,롯데,False,정상진행,-,jamsil
2025-03-23,일,14:00,잠실,LG,롯데,False,정상진행,-,jamsil
2025-03-25,화,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-03-26,수,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-03-27,목,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-03-28,금,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-03-29,토,17:00,잠실,두산,삼성,False,정상진행,-,jamsil
2025-03-30,일,14:00,잠실,두산,삼성,False,정상진행,-,jamsil
2025-04-01,화,18:30,잠실,두산,키움,False,정상진행,기타,jamsil
2025-04-02,수,18:30,잠실,두산,키움,False,정상진행,-,jamsil
2025-04-03,목,18:30,잠실,두산,키움,False,정상진행,-,jamsil
2025-04-04,금,18:30,잠실,LG,KIA,False,정상진행,-,jamsil
2025-04-05,토,14:00,잠실,LG,KIA,True,우천취소,우천취소,jamsil
2025-04-06,일,14:00,잠실,LG,KIA,False,정상진행,-,jamsil
2025-04-08,화,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-04-09,수,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-04-10,목,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-04-11,금,18:30,잠실,LG,두산,False,정상진행,-,jamsil
2025-04-12,토,14:00,잠실,LG,두산,False,정상진행,-,jamsil
2025-04-13,일,14:00,잠실,LG,두산,False,정상진행,-,jamsil
2025-04-15,화,18:30,잠실,LG,삼성,False,정상진행,-,jamsil
2025-04-16,수,18:30,잠실,LG,삼성,False,정상진행,-,jamsil
2025-04-17,목,18:30,잠실,LG,삼성,False,정상진행,-,jamsil
2025-04-18,금,18:30,잠실,두산,KIA,False,정상진행,-,jamsil
2025-04-19,토,14:00,잠실,두산,KIA,False,정상진행,-,jamsil
2025-04-20,일,14:00,잠실,두산,KIA,False,정상진행,-,jamsil
2025-04-22,화,18:30,잠실,LG,NC,False,정상진행,-,jamsil
2025-04-23,수,18:30,잠실,LG,NC,False,정상진행,-,jamsil
2025-04-24,목,18:30,잠실,LG,NC,False,정상진행,-,jamsil
2025-04-25,금,18:30,잠실,두산,롯데,False,정상진행,-,jamsil
2025-04-26,토,14:00,잠실,두산,롯데,False,정상진행,-,jamsil
2025-04-27,일,14:00,잠실,두산,롯데,False,정상진행,-,jamsil
2025-04-29,화,18:30,잠실,두산,KT,False,정상진행,-,jamsil
2025-04-30,수,18:30,잠실,두산,KT,False,정상진행,-,jamsil
2025-05-01,목,18:30,잠실,두산,KT,False,정상진행,-,jamsil
2025-05-02,금,18:30,잠실,LG,SSG,False,정상진행,-,jamsil
2025-05-03,토,17:00,잠실,LG,SSG,False,정상진행,-,jamsil
2025-05-04,일,14:00,잠실,LG,SSG,False,정상진행,-,jamsil
2025-05-05,월,14:00,잠실,두산,LG,False,정상진행,-,jamsil
2025-05-06,화,14:00,잠실,두산,LG,False,정상진행,-,jamsil
2025-05-07,수,18:30,잠실,두산,LG,False,정상진행,-,jamsil
2025-05-09,금,18:30,잠실,두산,NC,True,우천취소,우천취소,jamsil
2025-05-10,토,17:00,잠실,두산,NC,False,정상진행,-,jamsil
2025-05-11,일,17:00,잠실,두산,NC,False,정상진행,-,jamsil
2025-05-13,화,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-05-14,수,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-05-15,목,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-05-16,금,18:30,잠실,LG,KT,True,우천취소,우천취소,jamsil
2025-05-17,토,17:00,잠실,LG,KT,False,정상진행,-,jamsil
2025-05-18,일,14:00,잠실,LG,KT,False,정상진행,-,jamsil
2025-05-20,화,18:30,잠실,두산,SSG,False,정상진행,-,jamsil
2025-05-21,수,18:30,잠실,두산,SSG,False,정상진행,-,jamsil
2025-05-22,목,18:30,잠실,두산,SSG,False,정상진행,-,jamsil
2025-05-23,금,18:30,잠실,두산,NC,False,정상진행,-,jamsil
2025-05-24,토,17:00,잠실,두산,NC,False,정상진행,-,jamsil
2025-05-25,일,14:00,잠실,두산,NC,False,정상진행,-,jamsil
2025-05-27,화,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-05-28,수,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-05-29,목,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-05-30,금,18:30,잠실,LG,삼성,False,정상진행,-,jamsil
2025-05-31,토,17:00,잠실,LG,삼성,False,정상진행,-,jamsil
2025-06-01,일,17:00,잠실,LG,삼성,False,정상진행,-,jamsil
2025-06-03,화,17:00,잠실,두산,KIA,False,정상진행,-,jamsil
2025-06-04,수,18:30,잠실,두산,KIA,False,정상진행,-,jamsil
2025-06-05,목,18:30,잠실,두산,KIA,False,정상진행,-,jamsil
2025-06-06,금,17:00,잠실,두산,롯데,False,정상진행,-,jamsil
2025-06-07,토,17:00,잠실,두산,롯데,False,정상진행,-,jamsil
2025-06-08,일,17:00,잠실,두산,롯데,False,정상진행,-,jamsil
2025-06-10,화,18:30,잠실,LG,SSG,False,정상진행,-,jamsil
2025-06-11,수,18:30,잠실,LG,SSG,False,정상진행,-,jamsil
2025-06-12,목,18:30,잠실,LG,SSG,False,정상진행,-,jamsil
2025-06-13,금,18:30,잠실,두산,키움,True,우천취소,우천취소,jamsil
2025-06-14,토,17:00,잠실,두산,키움,False,정상진행,-,jamsil
2025-06-15,일,17:00,잠실,두산,키움,False,정상진행,-,jamsil
2025-06-17,화,18:30,잠실,LG,NC,False,정상진행,-,jamsil
2025-06-18,수,18:30,잠실,LG,NC,False,정상진행,-,jamsil
2025-06-19,목,18:30,잠실,LG,NC,False,정상진행,-,jamsil
2025-06-20,금,18:30,잠실,LG,두산,True,우천취소,우천취소,jamsil
2025-06-21,토,17:00,잠실,LG,두산,False,정상진행,-,jamsil
2025-06-22,일,17:00,잠실,LG,두산,False,정상진행,-,jamsil
2025-06-24,화,18:30,잠실,두산,SSG,False,정상진행,-,jamsil
2025-06-25,수,18:30,잠실,두산,SSG,True,우천취소,우천취소,jamsil
2025-06-26,목,18:30,잠실,두산,SSG,False,정상진행,-,jamsil
2025-06-27,금,18:30,잠실,LG,KIA,False,정상진행,-,jamsil
2025-06-28,토,17:00,잠실,LG,KIA,False,정상진행,-,jamsil
2025-06-29,일,17:00,잠실,LG,KIA,False,정상진행,-,jamsil
2025-07-01,화,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-07-02,수,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-07-03,목,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-07-04,금,18:30,잠실,두산,KT,False,정상진행,-,jamsil
2025-07-05,토,18:00,잠실,두산,KT,False,정상진행,-,jamsil
2025-07-06,일,18:00,잠실,두산,KT,False,정상진행,-,jamsil
2025-07-08,화,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-07-09,수,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-07-10,목,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-07-17,목,18:30,잠실,LG,롯데,True,그라운드사정,그라운드사정,jamsil
2025-07-18,금,18:30,잠실,LG,롯데,False,정상진행,-,jamsil
2025-07-19,토,18:00,잠실,LG,롯데,False,정상진행,-,jamsil
2025-07-20,일,18:00,잠실,LG,롯데,False,정상진행,-,jamsil
2025-07-22,화,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-07-23,수,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-07-24,목,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-07-25,금,18:30,잠실,두산,LG,False,정상진행,-,jamsil
2025-07-26,토,18:00,잠실,두산,LG,False,정상진행,-,jamsil
2025-07-27,일,18:00,잠실,두산,LG,False,정상진행,-,jamsil
2025-07-29,화,18:30,잠실,LG,KT,False,정상진행,-,jamsil
2025-07-30,수,18:30,잠실,LG,KT,False,정상진행,-,jamsil
2025-07-31,목,18:30,잠실,LG,KT,False,정상진행,-,jamsil
2025-08-01,금,18:30,잠실,두산,SSG,False,정상진행,-,jamsil
2025-08-02,토,18:00,잠실,두산,SSG,False,정상진행,-,jamsil
2025-08-03,일,18:00,잠실,두산,SSG,False,정상진행,-,jamsil
2025-08-05,화,18:30,잠실,LG,두산,False,정상진행,-,jamsil
2025-08-06,수,18:30,잠실,LG,두산,False,정상진행,-,jamsil
2025-08-07,목,18:30,잠실,LG,두산,False,정상진행,-,jamsil
2025-08-08,금,18:30,잠실,LG,한화,False,정상진행,-,jamsil
2025-08-09,토,18:00,잠실,LG,한화,False,정상진행,-,jamsil
2025-08-10,일,18:00,잠실,LG,한화,False,정상진행,-,jamsil
2025-08-12,화,18:30,잠실,두산,NC,False,정상진행,-,jamsil
2025-08-13,수,18:30,잠실,두산,NC,True,우천취소,우천취소,jamsil
2025-08-14,목,18:30,잠실,두산,NC,False,정상진행,-,jamsil
2025-08-15,금,18:00,잠실,두산,KIA,False,정상진행,-,jamsil
2025-08-16,토,18:00,잠실,두산,KIA,False,정상진행,-,jamsil
2025-08-17,일,18:00,잠실,두산,KIA,False,정상진행,-,jamsil
2025-08-19,화,18:30,잠실,LG,롯데,False,정상진행,-,jamsil
2025-08-20,수,18:30,잠실,LG,롯데,False,정상진행,-,jamsil
2025-08-21,목,18:30,잠실,LG,롯데,False,정상진행,-,jamsil
2025-08-22,금,18:30,잠실,두산,KT,False,정상진행,-,jamsil
2025-08-23,토,18:00,잠실,두산,KT,False,정상진행,-,jamsil
2025-08-24,일,18:00,잠실,두산,KT,False,정상진행,-,jamsil
2025-08-26,화,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-08-27,수,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-08-28,목,18:30,잠실,두산,삼성,False,정상진행,-,jamsil
2025-08-29,금,18:30,잠실,LG,키움,False,정상진행,-,jamsil
2025-08-30,토,18:00,잠실,LG,키움,False,정상진행,-,jamsil
2025-08-31,일,18:00,잠실,LG,키움,False,정상진행,-,jamsil
2025-09-02,화,18:30,잠실,LG,롯데,False,정상진행,-,jamsil
2025-09-06,토,17:00,잠실,두산,LG,True,우천취소,우천취소,jamsil
2025-09-07,일,17:00,잠실,LG,SSG,False,정상진행,-,jamsil
2025-09-10,수,18:30,잠실,두산,LG,False,정상진행,-,jamsil
2025-09-11,목,18:30,잠실,LG,KT,False,정상진행,-,jamsil
2025-09-12,금,18:30,잠실,LG,NC,True,우천취소,우천취소,jamsil
2025-09-13,토,17:00,잠실,LG,KIA,False,정상진행,-,jamsil
2025-09-14,일,17:00,잠실,LG,KIA,False,정상진행,-,jamsil
2025-09-16,화,18:30,잠실,두산,키움,False,정상진행,-,jamsil
2025-09-17,수,18:30,잠실,두산,키움,False,정상진행,-,jamsil
2025-09-18,목,18:30,잠실,두산,키움,False,정상진행,-,jamsil
2025-09-20,토,17:00,잠실,LG,삼성,False,정상진행,-,jamsil
2025-09-25,목,18:30,잠실,두산,한화,False,정상진행,-,jamsil
2025-09-26,금,18:30,잠실,두산,NC,False,정상진행,-,jamsil
2025-09-27,토,17:00,잠실,두산,SSG,False,정상진행,-,jamsil
2025-09-28,일,14:00,잠실,두산,롯데,False,정상진행,-,jamsil
2025-09-30,화,18:30,잠실,LG,두산,False,정상진행,-,jamsil
2025-10-01,수,18:30,잠실,LG,NC,False,정상진행,-,jamsil
